date,category,region,product,value,value_b,units,cost,revenue,profit
2024-06-11,A,AMER,P10,20.75,20.21,14,17.38,35.85,18.47
2024-06-11,A,EMEA,P04,26.27,16.73,12,20.13,31.08,10.95
2024-06-11,E,EMEA,P09,23.28,8.13,14,16.29,26.39,10.1
2024-06-11,B,APAC,P05,76.29,9.67,16,65.36,84.22,18.86
2024-06-11,C,EMEA,P06,48.88,22.84,10,34.6,71.68,37.08
2024-06-11,A,APAC,P03,29.36,7.27,10,26.98,57.99,31.01
2024-06-11,E,APAC,P04,34.2,6.66,13,39.46,55.37,15.91
2024-06-11,B,APAC,P08,87.0,9.91,12,41.75,111.63,69.88
2024-06-11,D,APAC,P08,35.37,14.24,13,20.17,60.8,40.63
2024-06-11,C,AMER,P04,33.45,20.88,15,26.2,48.45,22.25
2024-06-12,A,EMEA,P03,52.71,15.26,8,23.68,73.22,49.54
2024-06-12,A,EMEA,P08,52.14,6.25,7,29.29,64.11,34.82
2024-06-12,A,APAC,P06,74.78,13.2,11,53.95,93.72,39.77
2024-06-12,B,APAC,P09,54.31,45.06,14,38.06,66.08,28.02
2024-06-12,A,EMEA,P10,69.7,35.92,9,56.76,93.01,36.25
2024-06-12,B,APAC,P10,51.79,24.0,11,47.53,61.18,13.65
2024-06-12,C,APAC,P03,17.2,19.79,8,13.25,21.47,8.22
2024-06-12,A,EMEA,P09,39.9,42.36,19,21.96,67.5,45.54
2024-06-12,B,EMEA,P09,16.03,3.18,10,14.86,30.37,15.51
2024-06-12,E,AMER,P02,33.66,9.28,13,27.2,45.82,18.62
2024-06-12,C,AMER,P06,9.05,12.7,9,12.34,23.33,10.99
2024-06-12,B,APAC,P10,52.6,6.61,15,30.8,72.68,41.88
2024-06-12,E,AMER,P04,33.83,28.56,11,18.51,44.43,25.92
2024-06-12,A,APAC,P04,38.87,17.64,13,38.48,62.22,23.74
2024-06-12,D,APAC,P07,26.0,16.69,16,23.54,42.34,18.8
2024-06-12,A,EMEA,P07,32.67,5.16,8,21.01,44.64,23.63
2024-06-13,C,APAC,P05,30.69,26.83,9,28.88,35.56,6.68
2024-06-13,C,EMEA,P01,83.14,20.21,7,50.1,100.56,50.46
2024-06-13,D,APAC,P02,45.82,7.95,5,20.56,41.25,20.69
2024-06-13,A,AMER,P03,63.46,19.9,16,40.81,65.44,24.63
2024-06-13,A,EMEA,P01,38.21,23.38,14,32.41,73.24,40.83
2024-06-13,A,APAC,P10,39.45,19.9,16,26.48,56.82,30.34
2024-06-13,B,EMEA,P02,27.73,16.63,11,25.74,48.35,22.61
2024-06-13,A,APAC,P07,69.02,31.91,10,37.06,74.04,36.98
2024-06-13,A,EMEA,P07,25.59,13.8,14,28.23,52.71,24.48
2024-06-13,C,AMER,P10,23.09,27.28,11,20.07,42.19,22.12
2024-06-13,D,APAC,P10,37.38,15.72,9,27.75,51.33,23.58
2024-06-13,B,APAC,P04,56.56,3.97,10,35.43,67.94,32.51
2024-06-13,E,EMEA,P05,84.2,5.79,20,62.52,130.16,67.64
2024-06-13,E,EMEA,P04,50.34,10.7,9,35.05,64.47,29.42
2024-06-14,A,EMEA,P02,16.53,27.51,12,17.58,46.7,29.12
2024-06-14,E,AMER,P03,35.72,53.99,14,34.31,54.17,19.86
2024-06-14,B,EMEA,P07,42.54,24.86,7,27.3,55.54,28.24
2024-06-14,A,APAC,P01,45.49,9.18,9,29.55,58.34,28.79
2024-06-14,A,AMER,P01,14.43,4.24,12,13.33,32.14,18.81
2024-06-14,D,AMER,P04,22.17,8.61,14,25.36,40.04,14.68
2024-06-14,A,APAC,P03,22.02,18.92,9,18.36,28.2,9.84
2024-06-14,E,AMER,P06,26.32,12.03,11,18.06,44.26,26.2
2024-06-14,A,EMEA,P04,33.86,27.2,15,25.63,38.9,13.27
2024-06-14,A,AMER,P09,17.28,,12,12.93,29.17,16.24
2024-06-14,D,APAC,P06,51.7,10.21,13,37.15,75.11,37.96
2024-06-14,C,APAC,P05,23.76,13.4,8,20.41,29.56,9.15
2024-06-14,A,APAC,P02,64.37,30.1,9,48.11,86.32,38.21
2024-06-14,A,APAC,P06,61.68,14.49,18,53.19,74.48,21.29
2024-06-14,C,AMER,P03,14.83,21.77,12,13.52,28.21,14.69
2024-06-14,D,APAC,P02,52.36,27.14,9,36.22,84.0,47.78
2024-06-14,E,EMEA,P02,39.75,8.2,11,30.51,56.43,25.92
2024-06-14,D,EMEA,P06,35.71,16.34,11,24.07,44.86,20.79
2024-06-15,D,EMEA,P01,42.12,35.59,13,39.63,50.69,11.06
2024-06-15,A,APAC,P06,46.28,4.6,4,20.24,57.57,37.33
2024-06-15,B,EMEA,P08,60.09,1.74,9,38.4,84.8,46.4
2024-06-15,E,EMEA,P01,32.04,14.6,5,22.49,36.89,14.4
2024-06-15,D,EMEA,P07,34.35,18.99,12,33.03,49.39,16.36
2024-06-15,B,EMEA,P02,30.45,23.76,12,31.73,58.2,26.47
2024-06-15,A,EMEA,P02,27.02,8.75,6,23.43,33.99,10.56
2024-06-15,C,EMEA,P08,41.92,4.06,16,36.15,48.06,11.91
2024-06-15,D,EMEA,P04,28.73,15.24,10,33.39,59.23,25.84
2024-06-15,D,AMER,P01,31.04,7.73,15,36.6,58.34,21.74
2024-06-15,A,APAC,P07,74.85,12.52,11,57.77,104.53,46.76
2024-06-16,A,EMEA,P08,46.53,15.58,10,42.22,79.03,36.81
2024-06-16,B,EMEA,P01,22.85,19.64,10,24.42,31.75,7.33
2024-06-16,C,APAC,P08,59.38,20.69,17,50.91,111.32,60.41
2024-06-16,B,,P04,76.93,,15,50.76,130.38,79.62
2024-06-16,D,AMER,P03,27.12,24.98,13,15.31,39.97,24.66
2024-06-16,B,EMEA,P03,36.95,16.15,8,18.62,56.66,38.04
2024-06-16,B,EMEA,P10,37.73,8.79,6,17.73,34.15,16.42
2024-06-16,C,EMEA,P09,58.49,6.94,16,36.05,112.75,76.7
2024-06-16,B,APAC,P07,28.12,28.11,5,19.34,33.92,14.58
2024-06-16,E,EMEA,P08,22.03,22.1,12,24.72,43.71,18.99
2024-06-16,A,APAC,P09,29.05,11.58,10,22.8,34.12,11.32
2024-06-16,A,AMER,P02,34.07,22.9,13,19.86,42.57,22.71
2024-06-16,D,APAC,P10,23.88,23.93,6,17.79,36.59,18.8
2024-06-16,E,AMER,P02,28.91,15.74,9,15.29,31.28,15.99
2024-06-17,A,APAC,P01,44.58,7.6,20,43.59,58.03,14.44
2024-06-17,E,APAC,P09,32.41,32.55,12,20.5,39.44,18.94
2024-06-17,D,EMEA,P02,38.28,9.48,8,26.93,54.86,27.93
2024-06-17,E,AMER,P05,38.03,7.54,6,20.38,51.89,31.51
2024-06-17,D,EMEA,P10,24.49,30.32,15,23.63,35.46,11.83
2024-06-17,E,AMER,P05,33.03,11.26,12,25.0,44.08,19.08
2024-06-17,C,APAC,P10,60.46,22.14,16,55.17,98.91,43.74
2024-06-17,E,APAC,P04,42.83,40.92,11,29.74,46.81,17.07
2024-06-17,D,AMER,P08,34.66,13.28,13,24.22,60.46,36.24
2024-06-18,D,APAC,P10,46.85,30.62,18,38.76,96.19,57.43
2024-06-18,E,APAC,P08,30.94,34.93,13,18.7,45.71,27.01
2024-06-18,E,EMEA,P10,14.81,13.29,10,17.46,37.19,19.73
2024-06-18,D,AMER,P10,56.91,21.42,9,43.04,75.08,32.04
2024-06-18,B,APAC,P01,28.98,16.79,6,20.21,32.01,11.8
2024-06-18,D,AMER,P01,28.17,22.35,16,19.54,41.26,21.72
2024-06-18,D,EMEA,P09,8.28,13.8,7,11.2,20.15,8.95
2024-06-18,A,AMER,P06,54.96,16.07,12,47.03,78.5,31.47
2024-06-18,E,APAC,P02,33.4,9.88,9,26.35,42.34,15.99
2024-06-18,E,EMEA,P06,43.4,15.11,11,26.91,71.43,44.52
2024-06-19,D,APAC,P04,30.11,15.48,19,31.27,54.87,23.6
2024-06-19,A,APAC,P09,17.73,15.11,7,17.14,24.17,7.03
2024-06-19,B,AMER,P02,68.44,25.68,15,45.92,95.27,49.35
2024-06-19,A,APAC,P08,50.92,56.74,16,25.95,62.47,36.52
2024-06-19,E,APAC,P01,73.57,27.07,17,55.51,79.04,23.53
2024-06-19,D,APAC,P03,50.52,13.07,18,55.93,72.82,16.89
2024-06-19,A,APAC,P08,50.89,17.39,10,26.76,53.61,26.85
2024-06-19,B,APAC,P10,61.47,35.6,8,44.47,61.32,16.85
2024-06-19,C,EMEA,P04,55.49,10.66,16,43.56,83.64,40.08
2024-06-19,E,EMEA,P03,11.38,6.57,7,16.03,30.6,14.57
2024-06-19,B,APAC,P01,27.93,,18,22.31,40.39,18.08
2024-06-19,B,AMER,P03,56.22,15.64,9,33.84,66.98,33.14
2024-06-19,D,EMEA,P04,32.25,25.14,16,34.72,64.76,30.04
2024-06-19,E,APAC,P06,20.34,11.11,11,17.93,28.71,10.78
2024-06-19,E,APAC,P06,28.42,39.26,8,21.43,39.1,17.67
2024-06-19,D,EMEA,P08,31.06,29.61,16,18.18,40.06,21.88
2024-06-19,C,APAC,P01,19.44,15.05,20,24.08,46.31,22.23
2024-06-20,B,AMER,P02,20.07,32.98,9,17.07,39.75,22.68
2024-06-20,A,APAC,P05,15.0,17.74,18,16.06,35.46,19.4
2024-06-20,A,APAC,P08,49.44,24.86,14,47.07,61.28,14.21
2024-06-20,E,EMEA,P08,23.73,30.93,10,14.76,36.47,21.71
2024-06-20,C,AMER,P02,8.21,18.91,19,20.38,28.92,8.54
2024-06-20,B,APAC,P06,18.49,4.71,17,29.73,55.88,26.15
2024-06-20,D,APAC,P04,34.29,11.4,14,26.94,58.93,31.99
2024-06-20,B,APAC,P07,45.77,6.05,13,35.59,54.13,18.54
2024-06-20,A,EMEA,P05,50.96,16.09,12,47.71,67.1,19.39
2024-06-20,A,APAC,P01,28.11,15.86,13,22.68,37.83,15.15
2024-06-20,E,EMEA,P08,36.39,31.66,8,28.87,40.88,12.01
2024-06-20,E,AMER,P08,23.49,12.52,13,17.96,47.44,29.48
2024-06-20,A,EMEA,P10,38.51,8.68,7,20.27,57.87,37.6
2024-06-21,A,EMEA,P09,57.88,15.24,10,36.98,87.16,50.18
2024-06-21,C,AMER,P02,29.85,18.94,7,20.88,33.73,12.85
2024-06-21,D,APAC,P03,27.97,15.18,12,20.52,45.22,24.7
2024-06-21,A,APAC,P04,60.7,11.38,14,31.54,63.1,31.56
2024-06-21,A,AMER,P01,46.92,7.68,13,32.95,63.16,30.21
2024-06-21,B,APAC,P03,35.69,8.65,16,26.95,45.52,18.57
2024-06-21,C,EMEA,P09,19.18,20.61,13,16.5,38.9,22.4
2024-06-21,E,AMER,P03,26.3,12.48,5,12.46,33.07,20.61
2024-06-21,B,APAC,P06,20.07,38.47,12,15.48,28.6,13.12
2024-06-21,C,EMEA,P10,41.17,4.58,12,33.04,52.96,19.92
2024-06-21,B,EMEA,P04,32.16,10.79,14,21.59,53.78,32.19
2024-06-21,B,AMER,P07,29.72,26.96,9,22.85,45.9,23.05
2024-06-21,E,AMER,P07,34.12,22.59,9,18.55,54.56,36.01
2024-06-21,C,EMEA,P01,38.78,20.24,14,31.67,64.99,33.32
2024-06-22,A,APAC,P10,32.81,20.88,8,18.12,36.43,18.31
2024-06-22,A,EMEA,P06,12.2,22.78,11,15.28,39.22,23.94
2024-06-22,D,APAC,P06,13.49,13.57,13,22.78,43.99,21.21
2024-06-22,D,AMER,P10,8.98,21.52,8,5.91,11.19,5.28
2024-06-22,A,APAC,P02,18.41,17.27,4,15.28,23.4,8.12
2024-06-22,E,AMER,P06,10.62,13.94,10,17.16,34.16,17.0
2024-06-23,D,EMEA,P06,55.94,11.82,14,43.19,86.44,43.25
2024-06-23,D,AMER,P08,33.78,16.89,14,21.56,51.87,30.31
2024-06-23,A,EMEA,P02,39.66,22.91,20,43.21,66.7,23.49
2024-06-23,A,APAC,P09,42.97,11.69,13,26.5,72.55,46.05
2024-06-23,A,AMER,P02,24.78,14.51,10,19.12,40.13,21.01
2024-06-23,A,EMEA,P05,23.39,7.94,14,23.3,52.79,29.49
2024-06-23,C,AMER,P08,65.95,17.16,9,34.84,88.71,53.87
2024-06-23,C,APAC,P04,22.19,30.52,13,19.68,32.44,12.76
2024-06-23,D,APAC,P05,9.44,7.24,16,14.17,35.13,20.96
2024-06-23,D,APAC,P03,23.45,21.69,16,20.35,47.55,27.2
2024-06-23,D,APAC,P04,22.02,13.06,8,18.12,32.08,13.96
2024-06-24,D,EMEA,P03,75.78,10.89,7,36.08,103.46,67.38
2024-06-24,C,APAC,P06,21.17,10.12,8,14.78,27.73,12.95
2024-06-24,A,AMER,P09,65.68,10.18,17,43.4,83.34,39.94
2024-06-24,B,APAC,P06,18.2,9.18,6,10.42,26.07,15.65
2024-06-24,A,APAC,P08,30.1,10.76,15,25.97,38.27,12.3
2024-06-24,D,APAC,P07,16.1,26.38,8,12.6,26.36,13.76
2024-06-24,B,APAC,P05,36.99,20.99,16,24.26,44.64,20.38
2024-06-24,D,APAC,P07,23.68,7.89,12,19.98,47.67,27.69
2024-06-24,E,EMEA,P08,14.42,5.78,12,17.91,29.04,11.13
2024-06-24,A,AMER,P04,29.7,21.47,11,24.81,48.38,23.57
2024-06-25,C,EMEA,P04,37.24,12.05,7,22.53,53.84,31.31
2024-06-25,C,EMEA,P03,22.46,14.1,18,19.95,44.42,24.47
2024-06-25,C,APAC,P08,35.61,12.69,8,29.92,41.89,11.97
2024-06-25,A,APAC,P01,60.51,3.21,14,43.18,61.8,18.62
2024-06-25,B,APAC,P09,86.93,12.66,13,38.46,104.28,65.82
2024-06-25,B,APAC,P09,12.81,4.95,11,17.84,39.7,21.86
2024-06-25,E,AMER,P07,49.5,36.52,14,31.03,71.14,40.11
2024-06-25,B,AMER,P04,45.88,28.29,15,33.53,69.36,35.83
2024-06-25,A,AMER,P07,37.84,5.6,14,28.89,63.68,34.79
2024-06-25,E,APAC,P05,80.89,21.24,9,52.35,107.91,55.56
2024-06-25,E,APAC,P06,76.91,18.37,12,49.73,105.89,56.16
2024-06-25,E,EMEA,P02,35.88,7.76,10,20.16,47.35,27.19
2024-06-25,C,APAC,P08,58.07,22.58,7,26.11,64.42,38.31
2024-06-25,A,APAC,P06,30.5,21.4,12,20.49,44.64,24.15
2024-06-25,A,APAC,P07,63.87,13.24,14,40.38,111.55,71.17
2024-06-25,D,APAC,P06,21.67,9.64,14,20.98,26.97,5.99
2024-06-26,C,APAC,P07,35.72,13.23,15,22.59,43.85,21.26
2024-06-26,B,AMER,P03,40.17,5.64,12,29.69,52.1,22.41
2024-06-26,A,APAC,P07,24.4,18.51,11,20.82,49.88,29.06
2024-06-26,D,AMER,P06,43.4,2.87,9,24.55,59.88,35.33
2024-06-26,C,APAC,P05,24.21,16.06,10,24.13,53.38,29.25
2024-06-26,C,EMEA,P02,48.29,27.22,10,27.55,84.78,57.23
2024-06-26,E,APAC,P08,66.64,13.69,10,46.74,80.78,34.04
2024-06-26,B,APAC,P07,60.15,2.6,9,31.18,85.15,53.97
2024-06-26,E,EMEA,P07,34.07,,13,25.2,60.96,35.76
2024-06-26,E,AMER,P02,55.79,10.09,10,46.1,67.72,21.62
2024-06-26,C,AMER,P10,28.06,5.9,10,23.57,48.87,25.3
2024-06-26,E,AMER,P10,50.25,28.01,9,34.01,58.2,24.19
2024-06-27,C,AMER,P06,39.75,13.39,10,24.35,49.72,25.37
2024-06-27,D,EMEA,P09,31.49,15.85,15,30.38,48.53,18.15
2024-06-27,C,AMER,P01,27.6,12.57,12,22.34,55.93,33.59
2024-06-27,E,EMEA,P06,11.39,25.08,11,11.91,19.57,7.66
2024-06-27,A,EMEA,P01,16.1,58.79,7,17.07,28.56,11.49
2024-06-27,B,EMEA,P08,18.01,18.46,12,23.03,29.62,6.59
2024-06-27,B,APAC,P09,18.16,15.63,16,22.9,48.37,25.47
2024-06-27,D,APAC,P03,18.16,5.21,9,15.64,22.34,6.7
2024-06-27,C,AMER,P06,47.25,7.59,7,30.97,42.75,11.78
2024-06-27,D,EMEA,P02,19.35,25.14,6,10.61,26.27,15.66
2024-06-27,B,EMEA,P06,27.7,19.63,15,25.6,45.28,19.68
2024-06-27,A,APAC,P01,42.1,29.87,20,32.03,99.94,67.91
2024-06-27,A,APAC,P03,34.13,24.75,7,23.21,50.44,27.23
2024-06-27,E,APAC,P09,32.82,9.4,7,18.4,32.66,14.26
2024-06-28,A,EMEA,P04,19.23,59.6,13,17.15,44.46,27.31
2024-06-28,D,APAC,P05,54.57,22.57,15,33.25,67.86,34.61
2024-06-28,B,EMEA,P02,50.54,15.83,10,34.04,68.12,34.08
2024-06-28,A,EMEA,P02,33.43,6.21,8,27.54,58.3,30.76
2024-06-28,B,AMER,P05,37.04,15.51,14,41.82,52.01,10.19
2024-06-28,E,APAC,P05,35.43,13.9,11,23.45,33.34,9.89
2024-06-28,A,APAC,P10,21.24,9.11,11,17.58,51.6,34.02
2024-06-28,E,EMEA,P04,78.12,17.71,10,48.78,75.63,26.85
2024-06-28,A,EMEA,P01,66.37,16.06,16,53.73,74.08,20.35
2024-06-28,D,APAC,P09,20.42,13.13,14,15.04,29.98,14.94
2024-06-28,D,EMEA,P07,58.4,16.99,9,48.65,68.58,19.93
2024-06-28,B,APAC,P02,41.95,5.8,14,37.62,61.67,24.05
2024-06-29,A,APAC,P01,43.41,11.59,6,28.21,43.24,15.03
2024-06-29,D,AMER,P03,59.36,9.52,9,37.78,85.15,47.37
2024-06-29,A,APAC,P08,55.11,11.16,22,42.9,82.08,39.18
2024-06-29,C,AMER,P03,76.04,10.66,20,47.39,77.64,30.25
2024-06-29,C,APAC,P09,12.98,12.26,11,9.44,24.3,14.86
2024-06-29,D,APAC,P06,52.17,12.82,10,34.22,85.28,51.06
2024-06-29,E,APAC,P09,18.01,2.07,10,11.13,29.41,18.28
2024-06-29,D,APAC,P04,29.16,33.22,14,33.03,63.15,30.12
2024-06-29,A,APAC,P01,16.36,25.07,12,12.44,32.1,19.66
2024-06-29,D,,P06,70.93,3.66,12,38.97,73.4,34.43
2024-06-29,E,APAC,P07,12.26,,8,11.54,17.75,6.21
2024-06-29,B,EMEA,P06,36.17,12.2,6,22.48,33.39,10.91
2024-06-29,D,AMER,P07,52.36,6.04,11,44.23,66.93,22.7
2024-06-29,B,AMER,P03,40.94,,10,23.18,65.37,42.19
2024-06-30,D,APAC,P09,38.48,9.17,17,27.89,76.45,48.56
2024-06-30,B,APAC,P03,50.85,13.0,11,32.13,54.83,22.7
2024-06-30,B,AMER,P06,33.56,1.96,7,32.06,38.99,6.93
2024-06-30,A,AMER,P05,81.89,15.57,11,39.34,109.58,70.24
2024-06-30,B,EMEA,P08,50.68,11.67,14,42.96,62.6,19.64
2024-06-30,C,AMER,P03,70.87,18.88,20,50.37,79.92,29.55
2024-06-30,E,AMER,P06,42.01,10.67,10,21.9,55.2,33.3
2024-06-30,B,EMEA,P10,74.63,25.96,7,39.13,88.39,49.26
2024-06-30,C,AMER,P04,43.99,6.72,7,34.6,63.77,29.17
2024-06-30,C,AMER,P01,26.72,9.31,17,38.1,60.58,22.48
2024-06-30,D,EMEA,P08,22.68,23.74,12,20.54,42.62,22.08
2024-06-30,D,APAC,P08,46.22,12.99,7,33.62,62.04,28.42
2024-06-30,E,AMER,P04,37.39,12.2,7,26.4,53.14,26.74
2024-06-30,C,APAC,P07,37.75,23.62,17,24.25,51.99,27.74
2024-06-30,B,AMER,P06,9.84,15.83,13,14.55,19.44,4.89
2024-06-30,C,APAC,P09,21.23,42.29,13,27.87,41.44,13.57
2024-06-30,B,APAC,P10,64.39,37.67,9,28.96,73.6,44.64
2024-06-30,D,AMER,P08,33.74,10.71,10,37.45,65.13,27.68
2024-07-01,D,,P04,29.43,19.92,7,17.57,37.49,19.92
2024-07-01,A,APAC,P07,11.29,17.36,17,16.37,34.3,17.93
2024-07-01,B,AMER,P10,38.0,15.93,11,18.95,40.47,21.52
2024-07-01,A,APAC,P05,42.39,11.48,19,40.37,80.35,39.98
2024-07-01,B,APAC,P06,44.05,8.0,12,26.24,45.09,18.85
2024-07-01,C,AMER,P08,35.34,8.86,11,25.41,55.78,30.37
2024-07-01,D,APAC,P01,49.65,23.59,11,33.97,60.47,26.5
2024-07-01,E,APAC,P07,62.1,21.64,11,46.27,70.44,24.17
2024-07-01,E,EMEA,P09,52.65,35.32,12,37.86,66.87,29.01
2024-07-01,A,EMEA,P09,40.47,13.08,9,29.56,56.03,26.47
2024-07-01,A,APAC,P10,34.95,12.75,14,30.79,46.71,15.92
2024-07-01,B,APAC,P02,36.13,19.83,20,34.36,87.52,53.16
2024-07-01,A,EMEA,P03,48.6,4.05,9,26.53,57.71,31.18
2024-07-01,B,EMEA,P07,9.83,14.41,10,10.3,26.86,16.56
2024-07-01,C,APAC,P06,43.87,8.68,11,37.82,63.33,25.51
2024-07-02,C,EMEA,P01,20.1,31.53,13,21.22,34.31,13.09
2024-07-02,B,APAC,P10,35.88,8.28,17,30.16,73.99,43.83
2024-07-02,C,EMEA,P03,31.55,19.7,9,33.91,46.78,12.87
2024-07-02,C,EMEA,P05,43.16,34.75,19,42.05,67.69,25.64
2024-07-02,B,APAC,P07,39.27,8.93,8,32.34,61.13,28.79
2024-07-02,C,APAC,P03,18.8,13.07,10,14.22,20.81,6.59
2024-07-02,D,APAC,P04,26.2,13.25,8,16.37,28.83,12.46
2024-07-02,D,EMEA,P10,41.59,4.03,13,30.51,53.37,22.86
2024-07-02,B,APAC,P06,64.25,17.96,17,51.03,79.15,28.12
2024-07-02,C,EMEA,P07,49.85,4.78,8,36.19,65.84,29.65
2024-07-02,D,APAC,P10,56.81,9.36,12,29.8,74.3,44.5
2024-07-02,D,EMEA,P03,57.14,13.18,12,45.68,62.59,16.91
2024-07-02,E,APAC,P10,39.24,10.59,15,33.12,56.83,23.71
2024-07-03,B,EMEA,P02,39.38,14.32,16,29.16,54.76,25.6
2024-07-03,A,APAC,P06,30.04,23.19,10,22.72,29.43,6.71
2024-07-03,C,EMEA,P02,72.18,9.87,13,56.36,92.44,36.08
2024-07-03,E,APAC,P04,17.9,19.0,4,11.62,28.89,17.27
2024-07-03,B,APAC,P10,76.64,5.3,8,61.03,103.15,42.12
2024-07-03,A,APAC,P07,92.97,16.84,16,64.81,123.64,58.83
2024-07-03,A,EMEA,P08,71.13,13.36,12,48.78,99.44,50.66
2024-07-03,D,AMER,P09,35.49,11.28,9,20.41,42.43,22.02
2024-07-04,A,AMER,P04,46.51,5.43,12,36.67,64.89,28.22
2024-07-04,E,AMER,P09,18.43,20.79,6,18.0,24.06,6.06
2024-07-04,A,APAC,P01,65.63,19.18,13,43.0,87.3,44.3
2024-07-04,A,AMER,P02,22.41,10.17,14,23.2,47.32,24.12
2024-07-04,D,APAC,P03,19.72,13.84,14,19.47,38.36,18.89
2024-07-04,A,APAC,P05,42.1,5.68,9,22.87,57.55,34.68
2024-07-04,D,EMEA,P09,32.57,6.23,6,25.32,35.47,10.15
2024-07-04,B,APAC,P01,22.56,10.86,13,25.9,56.25,30.35
2024-07-04,B,EMEA,P08,24.24,9.06,12,14.05,31.28,17.23
2024-07-04,D,APAC,P08,65.17,18.2,10,52.55,76.07,23.52
2024-07-04,C,EMEA,P09,11.96,18.07,11,12.63,17.07,4.44
2024-07-05,B,APAC,P06,50.56,19.18,13,29.94,87.62,57.68
2024-07-05,C,APAC,P10,34.99,12.18,15,26.15,50.41,24.26
2024-07-05,B,APAC,P05,40.39,4.16,15,37.44,47.75,10.31
2024-07-05,D,AMER,P09,10.37,8.56,7,7.72,20.91,13.19
2024-07-05,D,APAC,P09,93.82,,11,73.92,123.38,49.46
2024-07-05,D,AMER,P10,45.58,7.97,11,28.55,64.12,35.57
2024-07-05,A,AMER,P01,39.29,18.82,5,21.21,45.55,24.34
2024-07-05,B,AMER,P02,46.39,42.88,8,26.0,49.3,23.3
2024-07-05,C,APAC,P08,28.22,3.23,14,31.43,56.45,25.02
2024-07-05,D,EMEA,P07,24.19,11.06,12,25.31,30.92,5.61
2024-07-05,C,APAC,P05,91.2,8.07,10,68.05,126.64,58.59
2024-07-05,B,APAC,P01,25.63,3.99,9,22.34,48.28,25.94
2024-07-05,A,EMEA,P04,50.07,15.74,11,35.24,83.27,48.03
2024-07-05,A,EMEA,P09,22.47,20.39,13,19.57,33.57,14.0
2024-07-05,E,AMER,P06,70.96,20.1,11,54.78,81.88,27.1
2024-07-06,C,EMEA,P05,40.02,15.18,8,19.84,44.89,25.05
2024-07-06,D,APAC,P04,40.77,21.2,12,25.69,43.17,17.48
2024-07-06,D,EMEA,P01,43.83,21.35,16,24.88,58.45,33.57
2024-07-06,B,APAC,P01,33.54,13.65,11,19.24,39.43,20.19
2024-07-06,B,APAC,P02,37.71,14.95,11,30.26,52.75,22.49
2024-07-06,B,EMEA,P06,29.2,19.69,7,18.78,32.25,13.47
2024-07-06,C,EMEA,P09,21.86,7.3,13,21.3,42.38,21.08
2024-07-06,A,APAC,P04,34.85,5.7,16,35.46,73.04,37.58
2024-07-06,A,APAC,P02,21.51,44.59,9,22.51,31.14,8.63
2024-07-06,D,EMEA,P05,46.38,11.06,9,32.03,68.43,36.4
2024-07-06,A,APAC,P06,18.27,,13,17.28,31.31,14.03
2024-07-06,C,EMEA,P06,35.39,25.12,7,23.17,40.89,17.72
2024-07-06,A,AMER,P10,45.13,39.08,6,28.15,69.66,41.51
2024-07-06,D,EMEA,P08,93.9,26.62,14,45.36,108.77,63.41
2024-07-06,B,EMEA,P03,35.3,23.92,14,25.6,57.8,32.2
2024-07-06,A,APAC,P06,25.5,27.67,17,20.22,41.88,21.66
2024-07-06,D,AMER,P07,35.88,27.17,9,21.36,51.11,29.75
2024-07-06,B,APAC,P05,32.47,10.12,11,23.71,39.98,16.27
2024-07-06,A,AMER,P05,36.8,19.36,9,25.13,36.04,10.91
2024-07-06,E,APAC,P10,25.93,7.17,8,24.62,32.13,7.51
2024-07-06,A,APAC,P08,24.46,29.63,10,25.99,45.78,19.79
2024-07-07,E,EMEA,P08,48.66,15.86,13,32.99,68.87,35.88
2024-07-07,A,AMER,P05,39.78,11.18,14,26.66,56.88,30.22
2024-07-07,D,APAC,P10,15.22,19.52,8,14.41,30.52,16.11
2024-07-07,A,APAC,P01,33.72,9.5,18,43.42,57.87,14.45
2024-07-07,A,AMER,P05,40.03,6.85,13,42.52,52.84,10.32
2024-07-07,E,APAC,P04,25.41,22.09,10,23.24,43.81,20.57
2024-07-07,E,APAC,P02,72.28,7.65,6,37.74,68.19,30.45
2024-07-07,B,APAC,P02,43.8,16.01,10,33.51,57.95,24.44
2024-07-07,D,AMER,P04,53.61,15.99,11,30.42,77.03,46.61
2024-07-07,A,APAC,P03,40.84,27.3,14,23.51,67.99,44.48
2024-07-07,E,APAC,P01,73.57,2.97,11,46.38,76.66,30.28
2024-07-07,B,AMER,P10,43.74,15.12,11,26.86,61.21,34.35
2024-07-08,A,APAC,P06,56.45,31.39,16,38.51,90.09,51.58
2024-07-08,A,APAC,P03,64.8,17.87,13,52.74,65.17,12.43
2024-07-08,A,AMER,P02,29.15,31.59,10,24.59,36.32,11.73
2024-07-08,A,APAC,P07,93.66,16.98,11,62.63,82.78,20.15
2024-07-08,D,EMEA,P07,47.57,23.74,15,34.95,62.28,27.33
2024-07-08,B,APAC,P05,41.64,20.2,15,37.63,48.71,11.08
2024-07-08,E,APAC,P10,32.14,22.37,10,31.02,43.89,12.87
2024-07-08,B,AMER,P06,37.81,20.46,10,24.74,64.07,39.33
2024-07-08,C,APAC,P10,41.29,50.06,14,29.22,72.58,43.36
2024-07-08,D,AMER,P05,21.37,20.14,9,23.39,39.66,16.27
2024-07-08,D,APAC,P08,51.11,12.67,8,24.71,54.58,29.87
